tweet,sentiment,highlight
@my orthodentist please ma ktir tnikile temme i wanna enjoy China box liom,Negative,Foul language
fi rehet bakhour ktir awiye.. what are my neighbors summoning,Negative,Joke
@lylymaalouf madame ma t2aderbo ktir bedna nkhaless bakir happy_face_smiley,Negative,Joke
@marwan_masre sheyef el chabah moukhif ka2ina hye w hssein el deik twins ðŸ™„ðŸ¤£ðŸ¤¦â€â™€ï¸,Negative,Bullying
Hahahhahaha albo melyen menna ðŸ¤£ https://www.facebook.com/723616625/posts/10156414568561626/,Negative,Joke
Shu sar fi hayda w leh bento hek,Negative,None
Shu hayda il AUB ma fi nafas jowwa happy_face_smiley l3amma hrabet happy_face_smiley,Negative,None
Eza byokhsaro lyom ma ba3rif chou ba3moul,Negative,None
@SandroMsaed @najwakaram @alimouinjaber @ArabsGotTalent rah ywa2e3a 3a chway chou el ossa,Negative,None
Ya 3adra chou hayda!!!!!,Negative,None
Yalla rge3na balachna men awal w jdid! #Beirut #Ashrafieh rip #AshrafiehAndVictims #Beirut #Ashrafieh #AshrafiehAndVictims,Negative,None
Shou lezim a3mol bi daynte el chmel eza ktir aam besma3 da2et albe? Hessa fi shi bi alba w ma aam yotla3,Negative,None
ktir mehtar iza bhot aw la2 aashan men zaman bade jeeb Dzeko shirt,Negative,None
Chou ? Kif ?,Negative,None
Mertadde,Negative,None
@JasonMardini yuh khalas chu bedak bhal chaghle aslan happy_face_smiley,Negative,None
@christelle1612wlek a7la chou mno23od ma3 l z8arr frown_sad_angry_pouting ?,Negative,None
La la la ya hollandie chou 3am ta3emlo layle,Negative,None
@mich_h eh ma heik chou ha tetsaleh bi cha3ratik mahroutin 3al sa2ef bel jeux de lumiere,Negative,Sarcasm
Chou??? Ma fi bad things happening el layle??,Negative,None
@jadbadine: Hayda ghadab allah 3ala l 3alam teta is that you?,Negative,Sarcasm
â€œ@melissahabchy: @karltabet1 chefeet frown_sad_angry_pouting ( haydik el jom3a rekbte halla2 2ide Im dyingâ€hayda alla ðŸ˜,Negative,Sarcasm
La ytamnouk enno fi ghala bl da2,Negative,Sarcasm
Sar 2was be adonis ! Helo action bel hay,Negative,Sarcasm
@perlarouhana Fi Kam Hada 3am Yhotto Dislike 3al video W Akid fi Ktir rah Yente2dou Fa 3am Zakkeroun Bi 3e2detoun ;p #LeaMakhoul #LeaMakhoul,Negative,None
ktir bade ghane bas kamen khayfe l kel yeghfa,Negative,None
Tkheyalo yeje boukra principe de detergence ya3ne hayda li na2is,Negative,Sarcasm
Chou sarlak ? Habibi?,Negative,None
@SarahAM99 Chou sar,Negative,None
Bade enjah ðŸ˜ª,Negative,None
bro kif serna hon,Negative,None
omg chou sar be ghadir,Negative,None
@hazoon2014 leich chou bekeh,Negative,None
lahza 3anjad fakarto houwe zeto ðŸ¤£,Negative,None
@ReinaDannawi @nadinennjeim @khal333340 @abedfhad bas ma enti li bil souraðŸ˜œ !!,Negative,None
@alijaafar54321 hayda 3ana b lebnen ? ðŸ˜³ðŸ˜³ðŸ˜³,Negative,None
â€œ@Vince_Gebran: Halla2 ma3 kil event lÃ©zÃ©m yÃ©n3amal ma tÃ©nso t7otto sa2Ã©f #Anti #Swari5. Just for safety.â€ Lol #Anti #Swari5,Negative,Joke
Ya ilahi shu hayda,Negative,None
Me: *jumps off the chair* Woah shou hayda? dabbour? Cousin: wlk lah. hayda sarsour. bi tir. mn 3ashiye. Me: *drives back to Beirut*,Negative,Joke
Kello mlabbak ðŸ˜,Negative,None
@hazoon2014 ana mni7 khabrineh chou li sayir ma3ik,Negative,None
@jesuisjamal chou leich ghebteh jom3a chou ken bekeh,Negative,None
Nshala t2t3 3a kheir,Negative,Saying
Chou hal chi ?!!!!!! @hayda7akeh,Negative,None
@Omar_Khodor ana member b injaz -.- bas ma bade yensou l shhede bel maktab b beyrouth happy_face_smiley 2al mneb3ata #aramex #aramex,Negative,None
chou rah ysir fina ba3d kam chaher??? :O,Negative,None
chaklo bi khawweff walaw?!!!,Negative,None
mich ma3rouf kif rah ykoun el toslih....,Negative,None
3am y2oulo jeye tsunami 3a labenen!! #yailahi,Negative,None
ktir khayfe es2ott maths #secondefinals,Negative,None
@jeanluc2 ma bhebb etmacha bellel honik ma berteh,Negative,None
ekher marra sar heke kenet rah aamel ta7te so la2 ma bchil,Negative,None
@audreyakl5 aanjad proud.. ana baadne bkhaf men hal chi,Negative,None
bayye ktir m3assab ma bede choufo hl2,Negative,None
na2alna el jara 3al machfa... ba3d ma 3refna chou sar ma3a . bas a3ref bkhaberkon :s,Negative,None
fetet fiye siyara ana w rej3a 3a beit men beirut.. achat albe bas hasset bel darbe,Negative,None
ma bede erja3 fout bi 3ale2a w en2aza aktar yemkin..,Negative,None
3al mada el arib mich aaref chou el jaweb.. ma badde erja3 eghlat bi ha2kon w ekhsarrkon,Negative,None
mar3oube men el carnet,Negative,None
@joesaymongebrane manne mla72a khalles lal rendu boukra w seret mkhallsa bas planche men assel 5,Negative,None
@AndreaJadaa chou rah na3mel lal presentation boukra? hesse rah nos2ot bi ouwe,Negative,None
@JeanPaul87 ana hek.. hal chi mich mrayahne abadan.. allah yestor,Negative,None
allah yestor chou rah tal3o arar,Negative,None
corona woslet 3a lebnen kif rah nkaffe???,Negative,None
kel ma fout 3a supermarket w y2arreb hada 3alaye bi de2 albe malyoun,Negative,None
mich rah lahhe2 khaless ya allah,Negative,None
saraha kel hayetna rah tetghayar men wara el corona chi ma bi tammenn frown_sad_angry_pouting,Negative,None
lezem emme tomdile fahess el svt w jeybe 7/20 frown_sad_angry_pouting,Negative,None
3am y2oulo el nes ktir 3m tesro2 lately!,Negative,None
ya delli chou sayer barra,Negative,None
hlemet eno kenet 3am bou2a3 men el chebbek,Negative,None
bas ousal 3al beit rah ekela bahdale men ahle ela awwal ma ela ekher.. d3oule,Negative,None
@alitahini machghoul bele 3alek ktir ya habibe! 3tine khabar eza bayyan chi ma3ak.. wallahi albe 3lek ya khayye,Negative,None
@ahmadabdallah88 hayda dalil edde ahrinak happy_face_smiley,Negative,Bullying
@Simon_993 Mch hk Ya simon bas 3anjad he chab beche3 kif b oulo 3anno 7elo?,Negative,Bullying
@Hammoud_91 @LamaGhaddar05 hayda le 3am ya3mlo le3lenet kter gesho frown_sad_angry_pouting,Negative,Bullying
Bas enno seriously ana ele yawmen betkhayyal keef l ahadees 3am tejre bayneton 3al whatsapp group tahdeedan Hariri: ya shabeb ba3ref badna nesro2 kellna badna nesro2 hayda mettef2een 3le kellna bas afarouna wled l haram halla2 shu badna na3mel,Negative,Sarcasm
Lek fi LU bl soura it says enno mndal nendob 7azzna,Negative,None
@aziz1617 la2ano ktir z3elet ana... Hahahahaha btw ya habiile unfollowed****,Negative,None
@7Merhi hayda ya3ne l wahad byeje nos kherfen nos majnun happy_face_smiley,Negative,None
@JoannaKai1 mara sorryy happy_face_smiley 3anjad mich ased,Negative,Courtesy words
@D_AJ_ ye3neh ntartineh la odhar min beirut la tinzaleh 3al hamra??? ;(,Negative,None
Eza metet mn l sa23a tzakaro ene bhebkon,Negative,Joke
Ehle ma b 5alloune nazzil l siyyara 3a beirut frown_sad_angry_pouting,Negative,Known fact
math w englize tmrw helo kteerðŸ‘ŒðŸ˜­,Negative,Sarcasm
Ma ele jlede,Negative,None
Hazze l beche3 I only go TR frown_sad_angry_pouting,Negative,None
@iLoveMJK @__noOna_ ana ma bade yen3arad hayda l ramadan cz fi meryem ðŸ˜“ haram ykoun fi la haifa 2 series betdi3 l tase !,Negative,None
@pamof bas 3anjad tawal ktir 7adis balad chata2na lal barnamj,Negative,None
Anjad kteer zaha2 men douno frown_sad_angry_pouting,Negative,None
@MelodieTamer yaret ha ele frown_sad_angry_pouting,Negative,None
@Cybele_reaidy @ChaficAtallah ma fi ra7a,Negative,None
W ahla chi eno semeater break bas eno l ta2es mech ate3,Negative,None
disappointed eno ktir 3ade,Negative,None
Tomorrow first day of uni w ma 2ile jlede happy_face_smiley chou l3amal,Negative,None
Aayne ktir aam toujaane,Negative,None
@NourH92 ma bi salle ktir eza ma ken mou coach tbh,Negative,None
Lk lyom chft chi chaben ktir hlwin w knt lbse clown w 3achiye chft aktr mn 3 chabeb hlwin w knt lebse chab B2tul hale?!ðŸ™„,Negative,None
@Kalamennas fina na3mol ktir echya Bs dawletna ta3bene ktir ....,Negative,Sarcasm
@tamareldahr @BobBakour el cnxn ktir bati2a badde shi 4 snin la ohdaro kello,Negative,Sarcasm
dakhilik ana natra el apocalypse la ekhlas men hmoume,Negative,Sarcasm
Sa2ta men awal yom.. Helo,Negative,Sarcasm
@zienb_2 eh wala shta2tt frown_sad_angry_pouting ma helo hk tab w lh we2ef l wtsup? frown_sad_angry_pouting,Negative,None
hayda 3azeb,Negative,None
hahaha! Yaret bass el helem el 3arabe ba3ed ahyan teh2i2o men hal chi,Negative,Joke
@eyadnakad 2-hayda el tefkir li 3am yjer el balad la fetan mazhabiye w 3ayb nda7ek a3de2 3layna,Negative,Sectarianism
Ana hesis rah trouh 3layna ana heik sheyif...maximum khalas iza ma meshe hal l balad men hejir men3ish b balad yalle 3eyshin fi l 3awniye balad akho maniouke shaklo ma baerf wein bas balad ktiir helo,Negative,Sarcasm
Leh we3e hal2ad bakir w bas ykun 3ande sheghel bet3azab ktir,Negative,Joke
"Person: ""Khatik ktir helo mabyechbahik"" me: thx person: lek la2 azde over ne3im w ente ktir hyperactive . Euhh chou ekhdine fekra aan el hyperactive mafhemet? ðŸ˜‚ðŸ˜‚",Negative,Joke
Ktir mdaperse liom ma32oul la2n rje3t aal jemaa ?ðŸ˜«ðŸ˜«,Negative,None
KTIR ðŸ˜©,Negative,None
Oth byaamele depression w b khaline ekoul ktir,Negative,None
@Yara_berberi @ghanemeddy nhnaa mjenin chwe la2 ktirðŸ˜‚ bss enoo haram maa nchufo ðŸ˜­ðŸ˜­,Negative,None
@LeaSbaite khabrine besharafik ana ktir zeh2an bel saff,Negative,None
@fadelkaadan anna bi beirut bas raj3anee 3a Milan frown_sad_angry_pouting,Negative,None
@OsamaRahhal9 @tonyrizk_963 man ktir sa23a b Zahle l 7arara shi -5 !,Negative,None
Ana bente7er,Negative,None
7AYETE KEZBE MA T5ALLINE ERJA3 BALLISH BEKE,Negative,Saying
Saro marten bou3a maf2ouse !! @Charbelonsky,Negative,None
Sha3re ka2anno 7ada mkahrabne,Negative,Joke
Ktir 3am bekoul lol set ekil 7 wa23at lol now talabet berger,Negative,None
@perla_noun yhh frown_sad_angry_pouting bass helo el mawdou3,Negative,None
Bhes hale ktir habile lama 2e2ra shi bel french w ma efham wala kelme.,Negative,None
L liste shwe ktir mesh zabta,Negative,None
@Charbelonsky @JuniR eza tom ford tole3 ma3ak hek c grave happy_face_smiley,Negative,Sarcasm
#typicalLebaneseFather Dad:joanna 7ej tekle btonsa7e W kel ma yjib akel baddo yta3mine bl ouwe #typicalLebaneseFather,Negative,Sarcasm
@sabine_mansour @MhdDankar @waelhc @Marwan_BFD ana bzon ma btel2a bs het ta nshuf,Negative,Bullying
3am tehke 3anak ya bro ðŸ˜‚ðŸ˜‚ @Gebran_Bassil,Negative,Bullying
Hayda lGeo byeje 3a eco bel 3arabe . W es ðŸ˜©,Negative,Foul language
Bala manyake aam tujaane ktir baydte,Negative,Foul language
@Myriam_Khalil exactly. Yemken shi soura mn asel 10 ele la ya3rfo ysawroune.,Negative,Joke
Migraine ana chou 3emletlik tab?,Negative,Joke
@LaraBouMoussa aslan fi parts manne ktir fehmeton frown_sad_angry_pouting bass yalla ... 3am net3allam chinese ... Baddik ahla men hek??! happy_face_smiley,Negative,Sarcasm
3am chuf m3alem l shawarma b mar mikhael aktar ma 3am chuf baye,Negative,Joke
You know enno kel el saf sa2it lamma el estez ktir fe23a ma3o,Negative,Joke
-Lily chou ha ta3emle men ba3ed ma tetkharaje ? -nem.,Negative,Joke
B oulo alla khala2 l 3alam b 6 iyem w ana projet jem3a bede chahren la khalesob,Negative,Joke
nes yali 3m t2eli ntebhi 3m yeser2u ktir hal fatra bheb elkon enu eza hada akhad jezdeni ha yredeli yeh shafa2a 3layi w y3tini masari ma3o,Negative,Joke
Leano ente no nice aa halikðŸ¥º,Negative,None
Ma tonbosto ktir halla2 metel l 3ade mnenhebil ekhir chi.,Negative,None
Why bhebb hl2d l akel whyy,Negative,None
@RamyMhanna: Mish meshe l hall b hl 3asfe m2adyina akel azda 7ash*,Negative,None
Ugh teb.,Negative,None
Ma fi ryeha,Negative,None
Helo ktir na7esna ba3ed ðŸ˜°,Negative,Sarcasm
@mariagilmour6 yemken hayda 3anjad helem,Negative,None
@OumaiimaKamiil1 @reem19431 sorry hbb kenet ktir madghout el hamdellah now am fine,Negative,Courtesy words
Barke la2an ma beda ta3te ra2ma ðŸ¤·ðŸ»â€â™€ï¸,Negative,None
Akh yaret helem hayete hayda,Negative,None
Ma ba3ref ento chou 3am yousallkon bass ana wala shi,Negative,None
Fadahtoune shou bade a3mol b hale,Negative,None
@ola_krayem ana kenet 9 bas la2anu fi faute d'orthographe ktir shelet 1,Negative,None
@NaylaNicolas 3anjad.. Hayda she ilwa7ed le ma 3am ba3ref 7ebo ðŸ™ˆ bonjourek have a nice day ðŸ˜˜,Negative,None
Mesh r7 2et3allam ma ta2il akel abl ma nem Batenjen me7sheðŸ˜,Negative,Joke
Ktir beye5 l balad lama tkon l ter2at maftou7a bi shu iran a7san mena,Negative,Sarcasm
Li b de2 l beb b le2e l jaweb. Ma assar fike.,Negative,Saying
Ya harammðŸ˜‚ðŸ˜‚,Negative,None
@AliKaraki91 no hl2 b2ulo b7bik metel el mar7aba l7ob sar bayekh ktir,Negative,None
Waylon li oummaten la tarfa3ou sawtaha ella fi janaza wala taftakhirou ella bel kharab - Gebran Khalil Gebran.,Negative,Saying
@SamanthaD17 la2 wlo! Helo ykoun min lebnen haram truh l zine li 3al tor2at di3an.,Negative,Sarcasm
Tb leh l guys li b saffe ktir wled,Negative,Sexism
@AbouNajemElie ltagha l machrou3 w chakle metlak 7a nem happy_face_smiley w chakle 7a esba2ak loll,Negative,None
@HasanOsseili ana ba3dne bala akel lyom ðŸ˜¢ sheyef l dene akel happy_face_smiley,Negative,Joke
Ele yawmen 3eyech 3al negro w 3asir ra7 8ib 3an l wa3e,Negative,None
according to oomf ana nes7an wejje sar ansa7 bas eza habb l hawa w ramani bsir b beirut,Negative,Joke
Msh 3m la7e2 jowa w barra ðŸ™„ðŸ˜‚ðŸ˜‚ðŸ˜‚,Negative,Joke
80% mn lshii3a including me 3ayshin bi sera3 dekhele between defending lmokawame le defa3et 3n aredna w fadet bi wleda dodd l3adow lsohyune wben nu2af dodd seyeset hezb allah w maw2afo mnel thawra. I cant describe the struggle right now,Negative,None
@christybarakat ken fi ktir talej bs 3elyet el harara ktir so faraya msakra ARZ MSAKRA fi bs laklouk wel laklouk&lt;&lt;&lt;,Negative,Known fact
Tb walla sa23a,Negative,Known fact
Teb ktir sa23aðŸ˜°ðŸ˜°,Negative,Known fact
Ana bhebik ktir bs ma habyt menkun bs ro7te ala jlasit mouwezaneh w lezim te7termo waja3 cha3b w sawra w zolem abel ma ta3mlo ehtiram lal mou2asaset,Negative,None
Sa23a aw ana bene shi ! ðŸ˜•,Negative,None
@nicolasmezher ana ktr z3elet 3ali 3m t3mlo ma3 rim bs bidal temsilak helo w moudhech happy_face_smiley,Negative,None
@CybelSaliby ahhðŸ˜‚ ehh w el tal3a ass2al b ktir ðŸ˜”ðŸ˜‚,Negative,None
@LBC_Group 3al #mtvlebanon keno ahla #mtvlebanon,Negative,None
@BobFanous Mish defensively azde bass eno ma ken fi ktir chances w plays helwin w hek,Negative,None
kif fine edros,Negative,None
Chou wa3ene ana(?),Negative,None
@NadineElRassi @Mariane_Saad woselik saleme aw nesyetne ðŸ˜ knt ktir habe enzal bs ma edrt chefte el school chu bta3mulðŸ˜­,Negative,None
Ma fi ktir hawa ðŸ™„,Negative,None
@joe_moubarak chou bek mya2as?,Negative,None
Teb ma mammi bede bouza,Negative,None
Ma hada bi hemmo,Negative,None
Nobody said enu henee mush gheltanen ana akidd akidd doodd hyda shi bas kamen huwe maken lezm ydal we2eff w yba3edd w kholsit,Negative,None
@RimaNJEIM ma 3ena ersel ya rima beyrouth gemeyze alla ma3ik ma sme3tik wala lsala ma ba3ref eza men 3endkon or lradio .,Negative,None
@YesserTayyara @carolee12345 kel hayda 7ad bayte w mish 3aref...,Negative,None
Chou ba3mil bi hayete(?),Negative,None
La2 wloo ASOT600 ken bi beirut w ba3don bel nrj music tour? frown_sad_angry_pouting,Negative,None
W ana ble2e tissue musta3male,Negative,Sarcasm
Bro ma3ash bede thawra bede ru7 3a concert the Maine,Negative,None
@AndrewBachir toz 3leik ðŸ˜œ,Negative,Foul language
La kel lebneniyeh li 3am bi admo brevet w terminal 2014 . . hazkoun chou helo yaret 3a wa2teh heik ken fi suspence kenit hejet lsa2ta b2ideh,Negative,Joke
@samrajoanna @joseph_rehayem pff shou hayda ma tlo3na bi natije mou2ni3a happy_face_smiley,Negative,Joke
@Marwan_BFD hahahah haram wloo!!,Negative,Joke
Bnj rima ana 3ende mared tawahod ma3am le2ilo mo2asase wma ma3e hoto bas ma hada 3m ydelne bade mo2asase beirut aw l b2a3 bkun mamnuntek,Negative,None
@ahmadmadi12 kif l helo lyom? Miss u frown_sad_angry_pouting mwah,Negative,None
@tracyghanem eh hayda zolem .. J'ai rien fai le2an frown_sad_angry_pouting happy_face_smiley,Negative,None
@VictoriaElissa allah karim w shehed hayda bikafiðŸ˜ž,Negative,None
@GhidaSkaf eh baybb sba2ine ðŸ˜ Dakhlik 3esh min shefik :o Kel ma sa2alna 3anik btetl3e b Beirut frown_sad_angry_pouting,Negative,None
bade hada ydafine ktir bared,Negative,None
@joy KTIR AABELE TAB .. MA FINE BAS MARRA? frown_sad_angry_pouting,Negative,None
Akh ya albe,Negative,None
Ya3ne habakit ma3e ekoul popcorn mahrou2 halla2 w kassir snene,Negative,None
hayda laeano manik sexy metla w ente ghiyrane,Negative,None
A7la chi wa2ta ytalet telephone.... Chou mnonbosit happy_face_smiley,Negative,Sarcasm
@stephanie_saad Chou zanbe ana eza da2alle mouhame el fennene Ahlam??? ðŸ˜,Negative,None
@Monier_Heghazy helo ketirðŸ‘,Negative,Sarcasm
@mariagilmour6 @reemxxo ehh la2an jessma mish helo?!,Negative,Bullying
Ma3ke alef? 3tine alef Ya habibe law ma3e alef ma kenet benzal happy hour,Negative,Sarcasm
Ktir zaha2,Negative,Known fact
Ok ktir ma ele jlede nemchou el 3amal?,Negative,None
Ktir jou3,Negative,None
Ktir zaha2 wlo,Negative,None
@PinellaHanania sho helo l zh2?? happy_face_smiley happy_face_smiley,Negative,Sarcasm
Ktir bhb bass ybahdelne khaye ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹,Negative,Sarcasm
Rawwahna kell l regim b akel l ahad #everytime #everytime,Negative,Joke
ejit my boss liom aletle oss cha3re al ktir heke ... saraha nza3ajet frown_sad_angry_pouting,Negative,Bullying
liom bel madrasse 3 achkhass aloule enne nas7a w lezem enteher,Negative,Bullying
Ayre ktir z3elet eno hek alle,Negative,Foul language
ayre ktir 2asarit fiye hal kahbriye,Negative,Foul language
aslan chou el helo bel hayet? gher el akel,Negative,Joke
ktir z3elet 3anjad,Negative,None
chi bi za3el!!! frown_sad_angry_pouting,Negative,None
ma twa2a3et hek chi menno! disappointed.,Negative,None
ma betsawar fi hada hazzo beche3 adde.. mich rah etghayar bi hayete,Negative,None
z3elet.,Negative,None
ba3d ma akalet chi lyom frown_sad_angry_pouting,Negative,None
chta2tellik ya sette frown_sad_angry_pouting ... baaref ente ma3na kel yom,Negative,None
sarle sene bjarreb et3allam guitar w mch aam tezbat .. khalas ma ba2 rah jarreb frown_sad_angry_pouting,Negative,None
ktir bkit,Negative,None
twaffet jaretna men se3ten,Negative,None
ktir damma3et,Negative,None
darabou lal kaleb w hala2 akhadou lal kaleb aand el vet frown_sad_angry_pouting,Negative,None
fahhachet men ba3d fahes el math!! what the hell chou ya3ne cosinus w sinus,Negative,None
@kobebryant RIP aanjad ma aam sadde2 #kobeandgianna,Negative,None
chou bi oulo la chakhess khoser ebno? frown_sad_angry_pouting #unfair #sadtruth #angel,Negative,None
ma habbet kif kholsit el season frown_sad_angry_pouting #you,Negative,None
mawjou3a baadne so saabe edhar liom frown_sad_angry_pouting,Negative,None
3melet accident w kassaret el syyara w sarle se3a 3am bebke,Negative,None
ma ken bedde tedhar hyye bhal episode kenit btestehal terba7 frown_sad_angry_pouting,Negative,None
ma betzakkar chi helo men toufoulte,Negative,None
khserna match el football chabeb,Negative,None
mich hatta chi btemme ele yawmen,Negative,None
hada mich eder ynem metle? #insomnia jarrabet malyoun chaghle bas 3abas,Negative,None
harab kalbe!!! labrador brown esmo Max bi manta2et aarayya eza hada le2e dm please,Negative,None
ma 3nde wala soura zabta ma3 ekhte..,Negative,None
ana ktir bech3a,Negative,None
tale3le habbe 3a sandihte w ele chaher 3m ba3mel daily routine,Negative,None
tarakna ana wyyeh,Negative,None
ahle wala marra aloule bravo,Negative,None
hada ghayre ma bi hebb hayeto?,Negative,None
badde enteher,Negative,None
feyte bi depression ma btefham,Negative,None
allah lech hek khala2ne? frown_sad_angry_pouting frown_sad_angry_pouting,Negative,None
saraha mahada bieb2a bi hayete khlas ma bede jareb ba2a,Negative,None
hada metle ma byonboset bas ychouf ref2at elk madrase?,Negative,None
quarantine mch nafsell chi la kell el 3ial frown_sad_angry_pouting,Negative,None
ma bheb hayete hek,Negative,None
tole3 ma bi hebne...,Negative,None
tkhena2na ana w my best friend,Negative,None
guys.. confession.. taraket sahebte mberha,Negative,None
akalta 3ayta la2an kasaret mazharie,Negative,None
3ayzin dam o- la ekhte bi mestachfa maounet bi jbeiil please rt ad ma fikon,Negative,None
ktir do3et chou mafroud a3mel? benzal walla bdal bel beit? frown_sad_angry_pouting,Negative,None
ktir be3tal hamm okhbos hada ana w sey2a 3al autostrade,Negative,None
what the hell chou 3ed sar ma3kon? jabbarte ejrik ? w elsa kif saret?,Negative,None
tamnounii 3ala nancy! akhadoula jawza? hiyi sarla chi? w wleda kif,Negative,None
awlkon eza rehet ethchammas rah ehtere2 ktir? 3etlene ham,Negative,None
sar enfijar bi iran!!!,Negative,None
fi rihet hari2 bel beit bas 3eref men wen jeye,Negative,None
mich edra etnaffas 3al panic! any tips ya helwin?,Negative,None
ya 3adraa kif bado ye2ta3 hal semester??? ktir stress kel el wa2et frown_sad_angry_pouting,Negative,None
chou???? kiff hek?,Negative,None
metradede eza benzal entekheb aw rah ya3rfo eno ma ntakhabton.. barke ezyoune,Negative,None
lah lah lah chou sayir bi souria,Negative,None
el dollar sar bel 4000 chabeb allah y3inna la wen waslin.. allah ykoun ma3na kel lahza,Negative,None
@stephaniemargossian @JnNakhoul76 chaklo sayer chi ma mnihh la hek sektin kelkom,Negative,None
chabeb chi marra fakarto chou bi sir bas nmout? barke nzlna 3a jhannam,Negative,None
ma badde os2ot,Negative,None
omg chou sayer,Negative,None
habibti @nousraghaleb1 chou saierr ma3ekk :O,Negative,None
lahza! hal soura bi lebnen!! ya fakarta barra bi afri2ia aw chi! la wen waslinn ya ta3tire,Negative,None
el nes kella mlabbake w feyte bba3da.. w ana wahde menon 3etlene ham w khayfe men kel chi,Negative,None
nchallah yemche el hal.. 3m salle la ma ysir chi yefkos el khabrie kella,Negative,None
awlkon rah os2ot fahes el tarbiya bokra? #helpme #iwillpay #ineedanA,Negative,None
3anjad chi byef2os enak tkoun daraset daraset y2ajlo el fahes.. rah kel chi di3an,Negative,None
di3an kel lahza 3melet w dahhet kermlik... ms fi wafa bi hal hayet #girlfriendproblems,Negative,None
el mechkle enno nahna 3arfin halna 3el2enin ben sinna w chi3a w mich rah ne2dar netla3 mennon ella bi ouwet allah. 3anjad chi bi za3el,Negative,None
kir z3elet mennik,Negative,None
@gracichamieh6 @paolakassar @noelabichedid ana ze3len menkon kelkon,Negative,None
ma hada rah ye2dar yradine men hal a3al w el aher li ana fi,Negative,None
@peteryounn3 @sergebassil3 sorry 3anjad wallah ma ken asde ya bros,Negative,None
mich edra enhaz men el takhet men el sa23a,Negative,None
el zaha2 bye2tol,Negative,None
yareet hyete metlik @valerieabouchacra kenet b3ich b alf kheir. mich metel haallaa bmout w biich la ekol leema,Negative,None
dahre 3m youja3ne frown_sad_angry_pouting had bbya3ref chou fine a3mel exercises?,Negative,None
kel ma elta2a bi chab helo 3a zaw2e bi koun chakle khara 3al ekher.. cest triste,Negative,Joke
lil asaf mich rah netghyar bi souhoule,Negative,None
lil asaf baaed fi nes leh2a za3ima,Negative,None
3azeb hal semester 3azeb,Negative,None
bi bakke,Negative,None
mane edra ethammal za3al w aher aktar men hek,Negative,None
kf bet dewo aleb maksour? se3do rfi2a mehteje RT,Negative,None
kl yom aam bouaa cheyfe kabous w maf2ouse,Negative,None
@makramaoun @nidaleissa lech hek 3am tehkoune tab ? frown_sad_angry_pouting frown_sad_angry_pouting,Negative,None
tabb okk fhemet eno m hada habebne mn zamen w je,Negative,None
haram ktir zghir hal 3asfour,Negative,None
ma na2oule projeyte lal exposition... chtaghalet leil nhar 3ale,Negative,None
bas chefet jesme bel maillot kenet rah ebke.,Negative,None
jarrabet bas ma 2deret frown_sad_angry_pouting ((,Negative,None
w3it m2akhra ktirr..,Negative,None
haram ktir zghire kenett,Negative,None
3anjad kobe ken najem el le3be allah yerhamo,Negative,Courtesy words
kobe w bento ma byestehalo 3anjad z3let,Negative,None
chi bi bakke el wade3,Negative,None
albe ma byehmol ba2a aktar men hek,Negative,None
Bes eje fakir bi moustaebale bkhaf,Negative,None
Chou rah yaamloulna bel labs? Kif rah etkharraj ana eza ma aam nekhedon?,Negative,None
Sar fi corona aana bel chere3 alla yestor!,Negative,None
WALAW KHATAF BENTA! Hal mousalsal ktir bi zaail!,Negative,None
Kif byaamlo fina hek el Drs wlo anjad rhamouna,Negative,None
Chtaet odhar w rouh w eje eno 3ish frown_sad_angry_pouting,Negative,None
ANA Mka2be. MA BA2 FINE..,Negative,None
Sma3et sot bel beit mich mestarjeye odhar men louda,Negative,None
Boukra btotla3 natijet lfhousat. Allah yestor,Negative,None
Ktir khayfe chouf 3alemte,Negative,None
@elikhoury763 Margo ma 3m tred 3alaye.. Ma32oul beha chi,Negative,None
Helo ktir eza finals aa respondus ana jeye tabshe aa wejje.. Chou bade aamol,Negative,Saying
@yarakreidi man men chway kenet 3melet accident ba3dne la halla2 3m berjof,Negative,None
tlo3et bel booster mnih ma 3melet sakte albie,Negative,None
ktir sara333!! Kel el wa2et ide 3a albe,Negative,None
ok maybe ktir 3am khaffe2 bas eno 3al alile jarrabet.. Semhoune,Negative,None
meto kel el pupies frown_sad_angry_pouting,Negative,None
ba3d boukra el te2dim!!!!,Negative,None
@GhidaThiniFawaz mwal3eta ween ma ken Twitter insta w Yalla happy_face_smiley 👌,Positive,None
Kazem el saher ahla w ahdam w aklas 3alam #MBCTheVoice #MBCTheVoice,Positive,None
Ya wayle chu helo l goal #france #spain @KarimFKhanafer #france #spain,Positive,None
Ya allah ayshek queen,Positive,None
Bhbak,Positive,None
La2 helo ktir l shab !!!! #ctrop #ctrop,Positive,None
@hiba_khalil1 hahaha tb ma howe ktr helo w hek happy_face_smiley hahaha,Positive,None
Fi kteer wjouh helwe 3a twitter lyom allah yehmikon,Positive,None
Wel3aani with ma3 3aylet #Alama 🔥 happy_face_smiley #ElliBaana @raghebalama @jihanalame @khaledralama @louaialama @Beirut Lebanon https://www.instagram.com/p/BqXCFeWHsRV/?utm_source=ig_twitter_share&amp;igshid=n100s7gsfqns #Alama #ElliBaana,Positive,None
@Marwakkari @tmclebanon merci Madame!! Chta2nelik ktir!! happy_face_smiley,Positive,Courtesy words
